ID,lnwage
1249,3.17859734056354
257,2.6328520282897654
849,3.190002283739536
15,2.8957682465065266
1475,2.5379484791876945
639,2.8902802619731993
900,2.5380603579233862
841,2.589063583325231
1464,2.7737254877068653
655,3.361120788835469
244,3.0850334709388325
954,2.380921245717676
1169,2.1479879268878643
964,2.6576797246135624
327,3.538347588571157
1428,2.1081639639400747
1234,3.160870896287362
531,2.832589056005036
580,2.2092178480078344
644,2.9027883684327183
990,3.194574121413094
1293,2.062979241412216
1002,2.6538925140435383
780,3.2078612055854467
532,3.157094848515779
198,3.26465460225014
705,2.5989443357840827
969,2.732192828351291
979,2.4357465820222144
940,2.7123880838089462
1032,3.3407593713356594
1479,3.2705775818105343
539,2.3922814637979664
481,2.766864118190441
633,2.630470380813148
109,2.9694278733305577
123,2.742085212844592
119,1.8666130472728588
909,3.1361469391938526
650,2.251250288646202
1253,2.8708304495797945
844,2.695374073446786
998,2.7569493089680486
1029,2.8081028767226472
647,3.4411189231861754
312,2.396079022134577
102,2.940750976522558
251,3.504895582592771
813,3.109457520149722
186,3.103817759001417
459,2.720781096442145
141,2.9727588554218194
905,3.365185877431947
1041,2.67876538734733
417,2.962402649696223
1218,3.2804302424952496
493,3.2675142661914074
1059,3.007133328025787
1066,2.409940318385648
1017,2.9436165879583185
1401,2.9342810368693297
846,2.8308062656804935
572,3.6148282898900566
1096,3.0467693679519012
776,3.2638786441289613
888,2.551344501247909
735,2.6866146853416564
904,2.59294035585174
834,3.021801685263269
1161,3.3223122757608907
917,2.708783073016317
193,2.3910964084203483
272,3.0896756644368395
908,3.1882032187111013
519,2.527023237271629
1215,3.157249716447003
377,2.6011708600125765
50,2.8711624524310317
1362,3.304232498626564
858,2.2539186796941784
472,2.375423316103352
1093,2.537399839692007
513,2.182912483704273
80,3.0249812806404375
4,2.2493618476619197
221,3.3662001599893845
1121,3.089919361939881
534,3.273658279434091
708,2.345915885751668
303,2.9641272373195906
1492,2.4734557610153534
184,2.7442843748432044
637,2.44924066805327
883,2.426483429240431
441,2.4431316998583816
1478,3.107049375277424
1342,2.7923193919732983
267,3.172312943751623
599,2.5564920632612633
1131,2.784283357392043
1220,2.4365116110857694
1426,3.2336855143423504
1437,2.400483539308988
1061,3.123951145870557
902,2.840574559169834
629,2.124603293085019
263,2.673237442238824
1366,3.051086961264083
179,2.791608221230393
741,2.9934149052631476
1,2.6371097535184354
1472,2.500052818423381
547,2.690397103403001
1057,2.774957052873746
1130,2.7296301140566275
1223,2.828623789786545
645,3.252326271348114
842,3.1991242237418702
347,3.4358855698053796
19,2.4664427990543847
93,2.6203364609066604
792,2.4906848826013
993,3.1161600418721704
748,2.803022622531981
1172,3.0547690068519815
456,2.138100473674322
1162,2.8986619819940103
835,2.536278599311588
338,2.866286789839215
1210,2.4232424159009867
1024,2.5015390122335264
1272,3.1493703124320374
453,2.578585272328703
444,2.864358585670679
487,2.984828359363393
1427,3.193428488914091
88,2.7327136158004857
280,3.2412967666135986
311,2.883571910969679
654,2.8809241541119617
1200,2.6586586118921924
12,2.6744778036355865
1170,3.280004505532944
262,3.3045366692801776
390,2.8927653701088385
148,2.6368591322072144
74,1.8795932144588066
509,2.9717407163986223
1326,2.1845947388793565
1241,2.389167766761507
65,2.195453199418889
1278,3.2279665078914554
1404,2.7662411318964732
550,3.1167274161717433
42,2.7109714925103154
285,3.3966403484167764
380,2.24775803342563
793,2.642946771927341
1320,2.3040226931294985
874,2.737115382754995
686,2.870482101045533
1435,2.4501150474371323
147,3.00532729746975
566,2.5863006531287427
1094,2.092830092696229
1489,2.444979610684445
144,2.5767629961761687
867,2.557289853662599
1126,3.43152779966406
451,2.526285696477423
986,2.617675611397681
1343,3.1445232301327946
1486,2.9641537550615875
676,3.3705448022873514
64,2.986070360878335
170,2.705003276926244
1205,3.4712358075131
806,2.9800800188393253
926,1.941446400598354
479,3.0338238911298134
462,2.409384933110122
968,2.404134480824829
6,3.234361891245834
1021,2.773219487932268
694,3.2358750990901477
467,3.525530848450664
1395,2.7758499856836116
489,2.931088454159233
559,2.957231836604928
259,2.5987895602021442
1283,2.6617978385753256
171,2.598866309801204
388,3.48785483459473
638,3.2570722484066144
524,2.605937119727624
1454,2.839905420363517
225,2.743914455671049
1321,3.460322858180944
529,2.961985245641646
1487,2.994302728519644
1500,2.5487985847961676
634,3.1664264238300293
967,2.6535007291561525
41,2.7177643973608228
567,2.8636304470153133
412,2.924279369131642
1239,2.4365665265607355
1150,2.802258568815708
1224,3.1419757986023766
1281,2.9543812101038456
454,2.712164652763462
140,2.328302993554599
790,2.075150615520196
111,3.199113176225002
439,2.5608250354293873
890,2.8200630114752228
116,2.143837089461159
365,3.041441128523369
671,2.982753535384095
1216,2.7200786612803345
973,3.2194710989144992
127,2.7903560387551996
268,1.8911577055067386
823,2.3708611061262994
807,2.8226863120217063
131,2.9658354627056354
125,2.9402189677501944
1053,2.9952844708840147
736,2.3050759279940953
533,2.665182446515975
809,2.465207054351556
771,2.8928354816585427
422,3.332580502983251
590,2.244163925938046
1243,2.5962184952036513
1186,2.9525081170080436
250,2.8226233881686613
155,2.9662863598789047
1441,2.687356854348732
1152,2.746507263298036
1178,3.3190544716588866
1350,2.495314666469548
204,2.638509760414315
413,2.837160879281313
323,2.587036794370009
105,3.011738190668913
284,3.451394725193337
52,3.2188083340913587
1306,2.7972740542933274
894,2.9961519167540254
342,2.8132708261236656
1084,3.10460503900274
687,2.7557055848059133
237,3.0236055945611953
57,2.387909282347622
195,2.537601544364255
108,3.142406602139135
1018,3.363720678804608
405,2.666881589669361
200,2.793474307287088
475,3.1990093291390833
450,2.0684371224519067
1315,2.4134921154712767
1467,3.1520265628906206
781,3.1266118203411617
315,3.0659180215911306
1189,2.2444073057473353
779,2.6924381206711505
1212,3.1253433720834947
851,2.561299073036478
616,2.179176663183463
1237,3.36259002900944
1109,3.269668750888207
79,3.4021598867696223
668,3.1370396973443118
746,2.626828290599425
581,2.667605283661533
68,2.42485971191814
143,2.9128540035898465
1003,3.057665463143497
897,2.927546795746158
1357,2.7023711440756872
553,3.4735996743489124
1027,1.9858298951949411
223,2.695505521053271
26,2.577814730982309
395,2.5130206733658884
432,1.9795984380256515
403,2.2046925369284
107,3.1277535563220327
1263,3.419823182711805
296,3.6242418080573087
884,2.6855711936533826
1271,3.103956548932258
1012,2.9479214786091674
1087,2.65839865486206
1291,2.563004303632548
1286,3.24133931395449
710,2.366782465308358
625,3.646308628404203
205,2.8561198349442236
1424,2.9451201246997525
1267,2.798802660834359
1022,2.636857390380292
62,1.8903878866308612
1335,3.179137872059549
1420,2.392862771308679
658,2.275634929077076
58,3.029867597415971
1414,3.371208922613806
857,3.382587287858134
593,2.9797612135815648
1397,2.5408018869768596
182,2.6072308850739576
1048,2.1059300971199963
977,2.431204712466108
379,2.468762217346572
385,2.3917535428290737
13,2.4380406072501177
873,2.822172628912104
40,3.2889186176726914
652,2.7222431155518643
1171,2.822634824040958
1105,2.573982169816298
544,2.6766385266149264
1388,2.375812473205408
369,3.140479765328721
340,2.727104780352012
1359,3.274914937633249
1325,3.442773469684542
497,2.9508929435813696
1347,2.8459188076187543
1269,3.103419085316064
1449,3.3981053437346977
1494,3.2025035439243124
930,2.995215453217828
71,2.705914828966116
1052,3.2697179992564323
210,2.6608430713656253
1413,2.1068239226868526
1348,3.101319669716004
840,2.63781672633549
785,3.0733173002373695
865,2.4771859390398565
161,3.024267765943031
681,2.679333486809673
1211,3.1073737363738667
240,3.194015068977611
488,2.8677228872670315
585,2.5797037764594863
416,3.3287303777681863
1045,3.2101589581606036
1496,3.3663888108222317
562,2.400568495000425
430,3.4665528100361334
232,2.6061589520645017
1046,2.541702278112191
1163,2.2572498906999687
114,2.6974948189715544
856,2.456412149642307
1206,1.6754982814722459
17,3.4188668661690866
774,2.4978429425662436
760,3.3119188458442186
864,2.6169121228749397
715,2.7374309191753405
510,2.3454562147208375
711,2.2421734476657984
169,2.80108590327024
783,2.624899292152392
1067,2.4569733158134284
963,2.9817645899432086
1336,2.938872541585689
714,3.318082293876032
721,2.690715918748967
819,3.0958024342422585
1311,3.2425246881124377
587,2.732910861706272
560,3.3096004085542723
24,2.3581370074274286
354,2.632315207341654
1001,2.5012036189048192
512,2.6112758638781113
59,3.0722545303395363
730,3.134830063081206
391,3.174683130081614
279,3.0322463920193554
1099,2.8499451975253205
918,2.7287512524081934
885,3.407992399497407
1183,1.7278976075047299
1085,2.7840020360517124
392,2.820395506353447
357,2.845666989369589
548,3.2341280372605232
483,2.995569246497479
304,3.610547418978796
128,3.0294412423718136
928,3.0363722125437618
476,2.7393189621434346
293,3.3666997944374577
540,2.798096207468977
1254,2.5234818831646555
207,3.042065620972139
1042,2.5061263931319466
1192,2.226103295162768
492,2.788676719232119
1101,2.9112778673059743
222,2.6866146853416564
1194,2.020479670268731
720,2.636078215059776
1297,2.783369572122444
1442,2.6292325374183094
1198,2.5675957914621743
363,2.626790406973862
1393,2.5308773375870857
167,3.0604099237534736
1044,2.6282898930645504
399,3.0649254601646527
343,3.3165737633335315
235,3.522345549986195
1193,3.355209745811891
782,2.6332318534864547
703,3.0278627632226054
520,2.5372784079660424
1009,3.229419965913805
549,2.957699784049884
604,2.7317860518522243
1490,2.878074105978577
514,2.585001436406421
211,2.532301613407383
190,2.7155789807081656
1440,2.159145876676549
1493,2.4315445952065065
56,2.3613700329751133
14,2.6002415349397614
1383,2.8648553494615494
1264,3.5583615184713544
966,3.2954323061678394
1381,2.889546713031732
318,1.8524933141245081
1261,2.31314518530129
734,2.153664365933233
589,3.1571287584038648
1266,2.986866805480496
8,3.3741786238366593
130,3.0456226762606637
1153,2.4629797797516466
1288,3.368409054930928
1316,2.826541351886996
1351,2.6805087276246615
839,2.4795696241519805
527,3.2033613826224867
1469,2.63529707236397
837,2.288243443000764
571,2.1245289615276772
1248,3.2637144689683644
646,2.2503716709965502
811,2.9938394376711277
423,3.167256386668773
871,2.837548689079815
282,2.509666888461629
1313,2.195031057484867
1371,2.71471505339118
265,2.5931977897649734
1091,3.3361963082868877
845,3.1461802497668963
628,2.970567718962917
631,2.726620273836379
231,3.309031032262034
906,2.801030793484823
830,3.2372964214079647
1419,3.151530756418362
759,2.7930100472753634
702,3.0091088726573925
648,3.0513223639249945
927,2.5760140044872815
1319,2.631500179665214
726,2.610753281955204
396,3.091825656617077
72,3.1626348928682537
949,2.0181771322908952
1231,2.704070758528888
174,2.8925181705695944
1287,2.8603586372270438
636,2.768916736496603
738,3.2133591772601524
1089,3.1073737363738667
922,2.757479311168469
889,2.182318408268169
139,2.702096327637626
1408,3.2678354173968236
373,3.42079494097526
100,3.1028718815002083
861,3.064477428396892
278,2.4098332534449307
1038,3.143825098572849
1164,2.3936279340619673
670,2.816695203532972
21,2.6345717824171446
