ID,lnwage
1249,3.185961687955502
257,2.6332962314265327
849,3.1846747720820994
15,2.8802511691615384
1475,2.5484564066086466
639,2.902231798456473
900,2.5268552662419594
841,2.619893113002738
1464,2.712858941331186
655,3.376008154963976
244,3.086283742184775
954,2.380102504829307
1169,2.143544921205913
964,2.6702382759959153
327,3.599232749290615
1428,2.099929975098085
1234,3.205171089172921
531,2.896406399172571
580,2.3051968144605253
644,2.901671289348437
990,3.1785249075094644
1293,2.076259798799433
1002,2.6653800387958824
780,3.2309121075914797
532,3.104449587788371
198,3.283923758308245
705,2.6045561788923823
969,2.7452766102964183
979,2.418655513976779
940,2.6750642777371594
1032,3.3127473696210767
1479,3.279254026543436
539,2.3662544582376213
481,2.7348411167262814
633,2.6003122853014586
109,2.8978772875716063
123,2.680257868844844
119,1.8125900977367024
909,3.110577672606602
650,2.2444413173593984
1253,2.835936479706187
844,2.665553293208625
998,2.7334837354983548
1029,2.8054949016596495
647,3.4175509727886957
312,2.3873784574926575
102,2.895904613967684
251,3.5944816782175018
813,3.0372401975486767
186,3.1056890151763534
459,2.6837136347177664
141,2.9321261204550213
905,3.4344122027403574
1041,2.6791248934690577
417,2.957223448555993
1218,3.2524397557622757
493,3.266860644058109
1059,3.0082223434181437
1066,2.395905907290671
1017,3.055817250364922
1401,2.9121884680182104
846,2.840861687321448
572,3.6384367189490057
1096,2.989166486686202
776,3.313795228039195
888,2.539934104788553
735,2.693827053765933
904,2.5520850290686345
834,2.9842200690188605
1161,3.365270622185737
917,2.7093991757703346
193,2.4183210133560276
272,3.0800870675937517
908,3.180452114029782
519,2.5292296510177463
1215,3.091112855698387
377,2.6171552799377777
50,2.8338246125839945
1362,3.323327692476484
858,2.2862648996506056
472,2.368677907653013
1093,2.541142032817267
513,2.2748724994145166
80,3.0146988207655716
4,2.2533572363472936
221,3.3680612359711892
1121,3.0834750098278803
534,3.2561315202307055
708,2.3281025786900273
303,2.886418128387202
1492,2.4370395301528927
184,2.7521766385874917
