ID,lnwage
1249,3.182279514
257,2.63307413
849,3.187338528
15,2.888009708
1475,2.543202443
639,2.89625603
900,2.532457812
841,2.604478348
1464,2.743292215
655,3.368564472
244,3.085658607
954,2.380511875
1169,2.145766424
964,2.663959
327,3.568790169
1428,2.10404697
1234,3.183020993
531,2.864497728
580,2.257207331
644,2.902229829
990,3.186549514
1293,2.06961952
1002,2.659636276
780,3.219386657
532,3.130772218
198,3.27428918
705,2.601750257
969,2.738734719
979,2.427201048
940,2.693726181
1032,3.32675337
1479,3.274915804
539,2.379267961
481,2.750852617
633,2.615391333
109,2.93365258
123,2.711171541
119,1.839601573
909,3.123362306
650,2.247845803
1253,2.853383465
844,2.680463683
998,2.745216522
1029,2.806798889
647,3.429334948
312,2.39172874
102,2.918327795
251,3.54968863
813,3.073348859
186,3.104753387
459,2.702247366
141,2.952442488
905,3.39979904
1041,2.67894514
417,2.959813049
1218,3.266434999
493,3.267187455
1059,3.007677836
1066,2.402923113
1017,2.999716919
1401,2.923234752
846,2.835833977
572,3.626632504
1096,3.017967927
776,3.288836936
888,2.545639303
735,2.69022087
904,2.572512692
834,3.003010877
1161,3.343791449
917,2.709091124
193,2.404708711
272,3.084881366
908,3.184327666
519,2.528126444
1215,3.124181286
377,2.60916307
50,2.852493533
1362,3.313780096
858,2.27009179
472,2.372050612
1093,2.539270936
513,2.228892492
80,3.019840051
4,2.251359542
221,3.367130698
1121,3.086697186
534,3.2648949
708,2.337009232
303,2.925272683
1492,2.455247646
184,2.748230507
637,2.460882877
883,2.409701887
441,2.449810731
1478,3.105083547
1342,2.807517981
267,3.178484079
599,2.571212031
1131,2.79090399
1220,2.445083746
1426,3.238682291
1437,2.411374118
1061,3.09277015
902,2.848893686
629,2.124077819
263,2.681275223
1366,3.02950484
179,2.797141031
741,2.992831008
1,2.64798177
1472,2.472831312
547,2.679460383
1057,2.779226056
1130,2.708346767
1223,2.816912952
645,3.247169563
842,3.18733282
347,3.437574823
19,2.466491973
93,2.633906612
792,2.496743597
993,3.086671519
748,2.789137842
1172,3.101675783
456,2.146135717
1162,2.901579246
835,2.531464848
338,2.880199005
1210,2.444400392
1024,2.511689835
1272,3.169615402
453,2.567171284
444,2.872623954
487,2.967806681
1427,3.219225691
88,2.73669655
280,3.241925772
311,2.884486551
654,2.881663916
1200,2.661704193
12,2.711002105
1170,3.239392108
262,3.337405559
390,2.900933836
148,2.630402382
74,1.898952464
509,2.944900714
1326,2.176018073
1241,2.39798284
65,2.193365006
1278,3.216105003
1404,2.77813108
550,3.101985438
42,2.706502014
285,3.418238375
380,2.252709778
793,2.663359915
1320,2.29015371
874,2.738541755
686,2.850615865
1435,2.44963415
147,2.988150291
566,2.59191499
1094,2.08810842
1489,2.44839334
144,2.577261068
867,2.564600975
1126,3.421375818
451,2.528425659
986,2.605495855
1343,3.16898847
1486,2.934372374
676,3.384841625
64,2.983288183
170,2.725455345
1205,3.509280176
806,2.983307775
926,1.947818434
479,3.012745944
462,2.410503127
968,2.393782122
6,3.222061337
1021,2.778590407
694,3.213404263
467,3.577544026
1395,2.746308152
489,2.915281887
559,2.949906689
259,2.587121684
1283,2.660491955
171,2.689329605
388,3.51156586
638,3.272692866
524,2.619995418
1454,2.814109168
225,2.759787878
1321,3.489524133
529,2.966005579
1487,2.995880483
1500,2.565153596
634,3.117884866
967,2.660659336
41,2.698350341
567,2.83757591
412,2.925872699
1239,2.434883246
1150,2.810622283
1224,3.129182265
1281,2.93271243
454,2.712009818
140,2.339882969
790,2.070464975
111,3.193453452
439,2.578462121
890,2.814611509
116,2.143610625
365,3.038291286
671,2.97346275
1216,2.717561793
973,3.236883925
127,2.782929409
268,1.877462045
823,2.343800014
807,2.812163699
131,2.948958703
125,2.924297543
1053,2.965359635
736,2.303859134
533,2.662540562
809,2.474594935
771,2.89156468
422,3.358903141
590,2.243843318
1243,2.60300544
1186,2.921986956
250,2.805571442
155,2.926565838
1441,2.662532802
1152,2.754404274
1178,3.301987486
1350,2.480657485
204,2.635248525
413,2.814910932
323,2.584600036
105,2.994300616
284,3.455142963
52,3.229273901
1306,2.801142661
894,2.977940005
342,2.83917128
1084,3.099774352
687,2.759098237
237,3.008675507
57,2.431363885
195,2.543814823
108,3.109584575
1018,3.380118788
405,2.636271244
200,2.792744131
475,3.187522181
450,2.071735244
1315,2.433554546
1467,3.138955909
781,3.114328134
315,3.023134474
1189,2.248090179
779,2.673144953
1212,3.12610755
851,2.562332953
616,2.181349724
1237,3.367767358
1109,3.259299908
79,3.375255489
668,3.116638682
746,2.629130269
581,2.669074198
68,2.425283492
143,2.895068017
1003,3.042781839
897,2.929142329
1357,2.714038808
553,3.467443164
1027,1.975710403
223,2.69895995
26,2.583348743
395,2.515185831
432,1.979378484
403,2.21166902
107,3.174920948
1263,3.425704699
296,3.614759553
884,2.672205291
1271,3.109838105
1012,2.946110246
1087,2.640044003
1291,2.569511617
1286,3.22988014
710,2.381410652
625,3.680624049
205,2.854000111
1424,2.940390495
1267,2.81656335
1022,2.625853413
62,1.87976674
1335,3.160402166
1420,2.404012266
658,2.288187949
58,3.025986035
1414,3.355077531
857,3.388955502
593,2.977676661
1397,2.549059169
182,2.609226029
1048,2.090318639
977,2.425328037
379,2.473779516
385,2.408052821
13,2.458383916
873,2.821528674
40,3.275161934
652,2.715933655
1171,2.823824014
1105,2.588633453
544,2.68470277
1388,2.37316912
369,3.141050931
340,2.722798742
1359,3.229539818
1325,3.419892258
497,2.950092755
1347,2.84460313
1269,3.086122488
1449,3.392633464
1494,3.19945045
930,2.990798626
71,2.702317737
1052,3.264700574
210,2.670955489
1413,2.11950562
1348,3.106566142
840,2.627598034
785,3.070019845
865,2.489772247
161,3.007665347
681,2.708328198
1211,3.107117049
240,3.228394575
488,2.851511533
585,2.565726319
416,3.313991202
1045,3.18977866
1496,3.398058656
562,2.403883418
430,3.426014665
232,2.595152085
1046,2.560281434
1163,2.247557873
114,2.683141639
856,2.434161498
1206,1.672493038
17,3.461707171
774,2.503306142
760,3.329490054
864,2.61237368
715,2.725375632
510,2.352719739
711,2.204348062
169,2.834279455
783,2.630863224
1067,2.462208113
963,2.979974941
1336,2.949530621
714,3.324214753
721,2.673575073
819,3.109843261
1311,3.23862612
587,2.752043147
560,3.295282456
24,2.35681564
354,2.623626531
1001,2.505806218
512,2.622680525
59,3.068275394
730,3.133232691
391,3.147231314
279,3.008866613
1099,2.867800536
918,2.735393473
885,3.433773846
1183,1.747126829
1085,2.768666214
392,2.815828081
357,2.835451537
548,3.202713582
483,3.002255687
304,3.654573694
128,3.00705329
928,3.033269675
476,2.745539749
293,3.386679231
540,2.793539736
1254,2.518634394
207,3.041319404
1042,2.507996404
1192,2.222254055
492,2.792641169
1101,2.87854563
222,2.69022087
1194,2.017685801
720,2.620353943
1297,2.756648917
1442,2.615003695
1198,2.572320572
363,2.637316181
1393,2.538500505
167,3.054418188
1044,2.62895492
399,3.041719244
343,3.303213335
235,3.565474234
1193,3.353931574
782,2.627485983
703,3.020094032
520,2.530586266
1009,3.244932574
549,2.934846999
604,2.735497534
1490,2.877692661
514,2.580984872
211,2.521732061
190,2.702225807
1440,2.153325736
1493,2.418195145
56,2.371330749
14,2.62145314
1383,2.862353262
1264,3.573303709
966,3.297125738
1381,2.897735399
318,1.855675901
1261,2.321835493
734,2.159518275
589,3.146338101
1266,2.979868276
8,3.341256555
130,3.028099363
1153,2.478582383
1288,3.381652803
1316,2.823734723
1351,2.699614921
839,2.47919592
527,3.210476815
1469,2.635198887
837,2.285402851
571,2.127243019
1248,3.272260549
646,2.257364894
811,2.989968068
423,3.150087038
871,2.864288245
282,2.51300405
1313,2.198689226
1371,2.704135141
265,2.604162646
1091,3.343015107
845,3.151121711
628,2.951525896
631,2.750143961
231,3.333244711
906,2.806545885
830,3.225685998
1419,3.127341575
759,2.790944036
702,2.985985887
648,3.024968706
927,2.562745575
1319,2.635021272
726,2.599190789
396,3.099056502
72,3.095875317
949,2.046375732
1231,2.696965511
174,2.872853913
1287,2.836530097
636,2.753913357
738,3.27966522
1089,3.107117049
922,2.770637336
889,2.197055416
139,2.700218803
1408,3.281444331
373,3.41587021
100,3.114397433
861,3.068683894
278,2.407164762
1038,3.158118053
1164,2.401100792
670,2.821130888
21,2.620284138
